Hẹp động mạch thận phải có tiến hành hiến thận được không ?	disease* Hẹp động mạch thận *disease phải có tiến hành procedure* hiến thận *procedure được không ?
Đau đầu , nhức vùng mắt và đau nhức 2 bên thái dương là bệnh gì ?	disease* Đau đầu *disease , disease* nhức vùng mắt *disease và disease* đau nhức 2 bên thái dương *disease là bệnh gì ?
Sau cắt chỉ , vết mổ lồi lên và có mủ cần làm gì ?	Sau procedure* cắt chỉ *procedure , vết mổ lồi lên và có mủ cần làm gì ?
Ngạt mũi kèm dịch trắng nên điều trị thế nào ?	disease* Ngạt mũi *disease kèm disease* dịch trắng *disease nên điều trị thế nào ?
Quan hệ nhưng không dùng biện pháp có thai không ?	Quan hệ nhưng không dùng biện pháp disease* có thai *disease không ?
Xuất hiện vài chấm đỏ ở viền môi , không đau và sưng là bị sao ?	disease* Xuất hiện vài chấm đỏ ở viền môi *disease , disease* không đau *disease và disease* sưng *disease là bị sao ?
Tăng huyết áp kèm đau mỏi vai gáy dấu hiệu bệnh gì ?	disease* Tăng huyết áp *disease kèm disease* đau mỏi vai gáy *disease dấu hiệu bệnh gì ?
Men gan tăng cao ở trẻ sơ sinh , phải làm thế nào ?	disease* Men gan tăng cao *disease ở trẻ sơ sinh , phải làm thế nào ?
Nên làm gì khi bị xuất hiện vết chàm màu tím ở lưỡi ?	Nên làm gì khi bị xuất hiện disease* vết chàm màu tím ở lưỡi *disease ?
Siêu âm vú có những lợi ích và rủi ro nào ?	procedure* Siêu âm vú *procedure có những lợi ích và rủi ro nào ?
Thử thai sau IUI 7 ngày lên 2 vạch mờ có phải dương tính giả không ?	Thử thai sau procedure* IUI *procedure 7 ngày lên 2 vạch mờ có phải dương tính giả không ?
Que cấy tránh thai có dễ nhìn thấy không ?	procedure* Que cấy tránh thai *procedure có dễ nhìn thấy không ?
Đã uống thuốc điều trị khỏi bệnh lao nhưng vẫn còn đờm ở cổ phải làm sao ?	Đã uống thuốc điều trị khỏi bệnh lao nhưng vẫn còn disease* đờm ở cổ *disease phải làm sao ?
Bị tiểu đường thai kỳ có uống nước dừa được không ?	Bị disease* tiểu đường disease* *disease thai kỳ *disease có uống nước dừa được không ?
Bé khỏi ốm đã tiêm phòng cúm được chưa ?	Bé khỏi ốm đã procedure* tiêm phòng *procedure disease* cúm *disease được chưa ?
Thời gian phù hợp để xét nghiệm HIV là khi nào ?	Thời gian phù hợp để procedure* xét nghiệm *procedure disease* HIV *disease là khi nào ?
Bà bầu bị mất ngủ 3 tháng đầu có nguy hiểm không ?	Bà bầu bị disease* mất ngủ *disease 3 tháng đầu có nguy hiểm không ?
Đau ngực bên trái là dấu hiệu bệnh gì ?	disease* Đau ngực bên trái *disease là dấu hiệu bệnh gì ?
Quan hệ tình dục không an toàn với người bị HIV , phải làm sao để biết có bị nhiễm bệnh không ?	disease* Quan hệ tình dục không an toàn *disease với người bị disease* HIV *disease , phải làm sao để biết có bị nhiễm bệnh không ?
Trẻ 6 tháng tuổi bị thuỷ đậu bôi thuốc gì tốt nhất ?	Trẻ 6 tháng tuổi bị disease* thuỷ đậu *disease bôi thuốc gì tốt nhất ?
Nên chăm sóc bản thân như thế nào khi chỉ số HBsAg miễn dịch tự động là 5968,93 ?	Nên chăm sóc bản thân như thế nào khi chỉ số HBsAg miễn dịch tự động là 5968,93 ?
Bổ sung Vitamin D3 cho trẻ sơ sinh như thế nào là an toàn và hiệu quả ?	Bổ sung drug* Vitamin D3 *drug cho trẻ sơ sinh như thế nào là an toàn và hiệu quả ?
Đau rát miệng , khắp người như có kim chích có nên đi khám không ?	disease* Đau rát miệng *disease , khắp người như có kim chích có nên đi khám không ?
U xơ thần kinh có cần phẫu thuật không ?	disease* U xơ thần kinh *disease có cần procedure* phẫu thuật *procedure không ?
Xét nghiệm dị ứng cho trẻ cần làm những gì ?	procedure* Xét nghiệm *procedure disease* dị ứng *disease cho trẻ cần làm những gì ?
Khó thở , tim đập nhanh khi căng thẳng có phải dấu hiệu bệnh tim ?	disease* Khó thở *disease , disease* tim đập nhanh *disease khi disease* căng thẳng *disease có phải dấu hiệu disease* bệnh tim *disease ?
Đánh giá tình trạng viêm gan B cấp và mạn tính	Đánh giá tình trạng disease* viêm gan B cấp và mạn tính *disease
Tại sao bị mất ngủ đêm sau kỳ thi ?	Tại sao bị disease* mất ngủ đêm *disease sau kỳ thi ?
Đặt vòng tránh thai bị đau lưng khi nào là nguy hiểm ?	procedure* Đặt vòng tránh thai *procedure bị đau lưng khi nào là nguy hiểm ?
Đau đỉnh sống mũi có nghiêm trọng không ?	disease* Đau đỉnh sống mũi *disease có nghiêm trọng không ?
Trẻ bị khớp cắn ngược có thể điều trị bằng hàm trainer không ?	disease* Trẻ bị khớp cắn ngược *disease có thể điều trị bằng hàm trainer không ?
Thường xuyên ra máu vùng kín kèm đau lưng có nguy hiểm không ?	Thường xuyên disease* ra máu vùng kín *disease kèm disease* đau lưng *disease có nguy hiểm không ?
EOS là chất gì ?	drug* EOS *drug là chất gì ?
Có nên uống vitamin A , D , C cùng lúc trong một ngày không ?	Có nên uống drug* vitamin A , D , C *drug cùng lúc trong một ngày không ?
Thời gian ngủ ở người 18 tuổi bao nhiêu là đủ ?	Thời gian ngủ ở người 18 tuổi bao nhiêu là đủ ?
Bé 10 tháng đi ngoài ngày 3-4 lần , phân sệt có vấn đề gì không ?	Bé 10 tháng disease* đi ngoài ngày 3-4 lần *disease , disease* phân sệt *disease có vấn đề gì không ?
Dịch đờm chảy từ mũi xuống họng là bị bệnh gì ?	disease* Dịch đờm chảy *disease từ mũi xuống họng là bị bệnh gì ?
Cách tốt nhất rèn trẻ tự ngủ ngon cả đêm	Cách tốt nhất rèn trẻ tự ngủ ngon cả đêm
Nổi hạch ở cẳng tay và dưới háng có nguy hiểm không ?	disease* Nổi hạch ở cẳng tay và dưới háng *disease có nguy hiểm không ?
Đau thắt ngực có phải dấu hiệu điển hình của bệnh động mạch vành không ?	disease* Đau thắt ngực *disease có phải dấu hiệu điển hình của disease* bệnh động mạch vành *disease không ?
Trẻ sơ sinh hay gồng người đỏ mặt , khóc kèm nôn nên làm gì ?	Trẻ sơ sinh hay gồng người disease* đỏ mặt *disease , disease* khóc kèm nôn *disease nên làm gì ?
Làm sao để hết đau đầu dai dẳng ?	Làm sao để hết disease* đau đầu dai dẳng *disease ?
Cơ thể mệt mỏi , khó thở , nóng sốt cảnh báo bệnh gì ?	Cơ thể disease* mệt mỏi *disease , disease* khó thở *disease , disease* nóng sốt *disease cảnh báo bệnh gì ?
Ở nhà và hạn chế vận động , uống nhiều nước có khỏi sốt xuất huyết không ?	Ở nhà và hạn chế vận động , uống nhiều nước có khỏi disease* sốt xuất huyết *disease không ?
Không " quan hệ bừa bãi " có khả năng mắc giang mai và nên làm xét nghiệm lại không ?	Không " quan hệ bừa bãi " có khả năng mắc disease* giang mai *disease và nên làm procedure* xét nghiệm *procedure lại không ?
Trẻ sơ sinh thường ợ hơi , kém ăn , ngủ ít có vấn đề gì không ?	Trẻ sơ sinh thường disease* ợ hơi *disease , disease* kém ăn *disease , disease* ngủ ít *disease có vấn đề gì không ?
Kết quả siêu âm nhân thuỳ lớn 4x3mm , xuất hiện hạch hai bên cổ có nguy hiểm không ?	Kết quả procedure* siêu âm *procedure nhân thuỳ lớn 4x3mm , disease* xuất hiện hạch hai bên cổ *disease có nguy hiểm không ?
Có cần thiết xét nghiệm virus HP khi bị đau dạ dày không ?	Có cần thiết procedure* xét nghiệm *procedure disease* virus HP *disease khi bị disease* đau dạ dày *disease không ?
Sau cai nghiện vẫn còn ảo giác , đau đầu , khó ngủ phải làm sao ?	Sau cai nghiện vẫn còn disease* ảo giác *disease , disease* đau đầu *disease , disease* khó ngủ *disease phải làm sao ?
Cơn đau đẻ sinh con rạ có đau như sinh con so không ?	Cơn đau đẻ sinh con rạ có đau như sinh con so không ?
Trong thành phần thuốc của Neo-codion có Corticoid không ?	Trong thành phần drug* thuốc *drug của drug* Neo-codion *drug có drug* Corticoid *drug không ?
Dương vật bị cong liệu sao không ?	disease* Dương vật bị cong *disease liệu sao không ?
Đau đầu khi bị zona ở mắt nên làm gì ?	disease* Đau đầu khi bị zona ở mắt *disease nên làm gì ?
Phỏng đỏ mắt do bị côn trùng bay vào , phải làm sao ?	disease* Phỏng đỏ mắt *disease do bị côn trùng bay vào , phải làm sao ?
Đầu gối xuất hiện tiếng kêu rắc có phải bệnh lý dây chằng ?	disease* Đầu gối xuất hiện tiếng kêu rắc *disease có phải disease* bệnh lý dây chằng *disease ?
Khó thở sau khi uống thuốc điều trị viêm phế quản cấp phải làm sao ?	disease* Khó thở *disease sau khi uống thuốc điều trị disease* viêm phế quản cấp *disease phải làm sao ?
Trẻ bị vàng tay chân , nổi mề đay là bị làm sao ?	Trẻ bị disease* vàng tay chân *disease , disease* nổi mề đay *disease là bị làm sao ?
Thức ăn ăn dặm phù hợp với trẻ 6 tháng tuổi	Thức ăn ăn dặm phù hợp với trẻ 6 tháng tuổi
Cao huyết áp , nhịp tim chậm có phải bắt nguồn từ bệnh lý tuyến giáp không ?	disease* Cao huyết áp *disease , disease* nhịp tim chậm *disease có phải bắt nguồn từ disease* bệnh lý tuyến giáp *disease không ?
Đau bụng có phải dấu hiệu mang thai không ?	disease* Đau bụng *disease có phải dấu hiệu disease* mang thai *disease không ?
Sốt nhẹ từ 37 đến 37.5 độ C , kèm tức ngực khó thở là sao ?	Sốt nhẹ từ 37 đến 37.5 độ C , kèm disease* tức ngực *disease disease* khó thở *disease là sao ?
Nghe kém do di truyền có điều trị được không ?	disease* Nghe kém *disease do di truyền có điều trị được không ?
Bé một tháng tuổi hay vặn mình , nôn trớ phải làm sao ?	Bé một tháng tuổi hay disease* vặn mình *disease , disease* nôn trớ *disease phải làm sao ?
Xét nghiệm nước tiểu có chỉ số PRO + 0,15 g / L có đang mắc bệnh gì không ?	procedure* Xét nghiệm nước tiểu *procedure có chỉ số PRO + 0,15 g / L có đang mắc bệnh gì không ?
Cứng cơ tê bì do gây tê tuỷ sống khi sinh mổ có chữa được không ?	disease* Cứng cơ tê bì *disease do procedure* gây tê tuỷ sống *procedure khi procedure* sinh mổ *procedure có chữa được không ?
Đau ngực giữa , khó thở và buồn nôn dấu hiệu bệnh gì ?	disease* Đau ngực giữa *disease , disease* khó thở *disease và disease* buồn nôn *disease dấu hiệu bệnh gì ?
Đi tiểu nhiều lần kèm buốt và đau là bệnh gì ?	disease* Đi tiểu nhiều lần kèm buốt và đau *disease là bệnh gì ?
Bé 28 tháng chỉ nói theo sở thích , hay ăn vạ , cáu gắt , không hợp tác có ảnh hưởng gì không ?	Bé 28 tháng disease* chỉ nói theo sở thích *disease , hay disease* ăn vạ *disease , disease* cáu gắt *disease , disease* không hợp tác *disease có ảnh hưởng gì không ?
Sau bó bột 3 tháng điều trị gãy xương đã tập đi lại được chưa ?	Sau procedure* bó bột *procedure 3 tháng điều trị disease* gãy xương *disease đã tập đi lại được chưa ?
Trẻ 8 tuổi phát triển ngực có sao không ?	Trẻ 8 tuổi disease* phát triển ngực *disease có sao không ?
Bị nang giáp thuỳ phải mà không dùng thuốc có sao không ?	Bị disease* nang giáp thuỳ phải *disease mà không dùng thuốc có sao không ?
Làm sao để biết bé bị sốt do mọc răng hay do nguyên nhân khác ?	Làm sao để biết bé bị disease* sốt *disease do disease* mọc răng *disease hay do nguyên nhân khác ?
Trẻ sốt kèm đi tiểu phải rặn có sao không ?	Trẻ disease* sốt *disease kèm disease* đi tiểu phải rặn *disease có sao không ?
Phụ nữ 45-50 tuổi có thể sinh con được không ?	Phụ nữ 45-50 tuổi có thể sinh con được không ?
Kinh nguyệt bất thường có nguy hiểm không ?	disease* Kinh nguyệt bất thường *disease có nguy hiểm không ?
Rốn trẻ ra dịch vàng kèm chảy máu nguyên nhân do đâu ?	Rốn trẻ ra disease* dịch vàng *disease kèm disease* chảy máu *disease nguyên nhân do đâu ?
Vết mổ bị sưng nhẹ sau phẫu thuật chốt đinh gót chân phải làm sao ?	Vết mổ bị disease* sưng nhẹ *disease sau procedure* phẫu thuật *procedure procedure* chốt đinh *procedure gót chân phải làm sao ?
Dấu hiệu đi ngoài nhiều vào ban đêm ở người cao tuổi cảnh báo bệnh gì ?	Dấu hiệu disease* đi ngoài nhiều vào ban đêm *disease ở người cao tuổi cảnh báo bệnh gì ?
Nguyên nhân đau gót chân là do đâu ?	Nguyên nhân disease* đau gót chân *disease là do đâu ?
Tiểu buốt , ngứa vùng kín sau khi uống thuốc tránh thai là do đâu ?	disease* Tiểu buốt *disease , ngứa vùng kín sau khi uống drug* thuốc tránh thai *drug là do đâu ?
Trẻ bú sữa công thức bị đi ngoài nhiều lần có sao không ?	disease* Trẻ bú sữa công thức bị đi ngoài nhiều lần *disease có sao không ?
Người mắc ngoại tâm thu nên làm xét nghiệm chẩn đoán bệnh tim ở đâu ?	Người mắc disease* ngoại tâm thu *disease nên làm procedure* xét nghiệm *procedure chẩn đoán disease* bệnh tim *disease ở đâu ?
