Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	disease* Hẹp động_mạch thận *disease phải có tiến_hành procedure* hiến thận *procedure được không ?
Viêm tai giữa mạn_tính thủng màng_nhĩ có cần_thiết phải vá màng_nhĩ không ?	disease* Viêm tai giữa mạn_tính *disease disease* thủng màng_nhĩ *disease có cần_thiết phải procedure* vá màng_nhĩ *procedure không ?
Dính âm môi có nguy_hiểm đến sức_khoẻ của bé gái không ?	disease* Dính âm môi *disease có nguy_hiểm đến sức_khoẻ của bé gái không ?
Viêm mũi dị_ứng lâu ngày không khỏi nên làm gì ?	disease* Viêm mũi dị_ứng *disease lâu ngày không khỏi nên làm gì ?
Điều_trị đái_dầm khi ngủ mơ ở người_lớn như_thế_nào ?	Điều_trị disease* đái_dầm *disease khi ngủ mơ ở người_lớn như_thế_nào ?
Nồng_độ hCG thay_đổi thế_nào khi lưu thai ?	Nồng_độ hCG thay_đổi thế_nào khi disease* lưu thai *disease ?
Làm thế_nào để nhận_biết được mình bị thoát_vị đĩa_đệm ạ ?	Làm thế_nào để nhận_biết được mình bị disease* thoát_vị đĩa_đệm *disease ạ ?
Trẻ bị đau_đầu thường_xuyên , hay tái_phát là dấu_hiệu bệnh gì ?	Trẻ disease* bị đau_đầu thường_xuyên , hay tái_phát *disease là dấu_hiệu bệnh gì ?
Tính chỉ_số độ lọc cầu thận ở nam_giới như_thế_nào ?	Tính chỉ_số độ lọc cầu thận ở nam_giới như_thế_nào ?
Bị bóng mờ một bên mắt là dấu_hiệu bệnh gì ?	Bị disease* bóng mờ một bên mắt *disease là dấu_hiệu bệnh gì ?
Nghiến răng khi ngủ có cách nào điều_trị không ?	disease* Nghiến răng khi ngủ *disease có cách nào điều_trị không ?
Đơ cổ , nhức đầu có phải dấu_hiệu tăng huyết_áp ?	disease* Đơ cổ *disease , disease* nhức đầu *disease có phải dấu_hiệu disease* tăng huyết_áp *disease ?
Thử que 2 vạch , chậm kinh 7 ngày , khi nào nên đi khám thai ?	procedure* Thử que *procedure 2 vạch , disease* chậm kinh *disease 7 ngày , khi nào nên đi khám thai ?
Tắc mạch do bị trĩ ngoại phải làm_sao ?	disease* Tắc mạch *disease do bị disease* trĩ ngoại *disease phải làm_sao ?
Nên chọn phương_pháp nào để xét_nghiệm ADN không xâm_lấn ?	Nên chọn phương_pháp nào để procedure* xét_nghiệm *procedure ADN không xâm_lấn ?
Khi nào lỗ thông liên thất 8mm cần phẫu_thuật ?	Khi nào disease* lỗ thông liên thất *disease 8mm cần procedure* phẫu_thuật *procedure ?
Nổi hạch vùng bẹn liệu có nguy_hiểm không ?	disease* Nổi hạch vùng bẹn *disease liệu có nguy_hiểm không ?
Bé không đi_cầu được có nên dùng thuốc thụt hậu_môn thường_xuyên ?	Bé disease* không đi_cầu được *disease có nên dùng drug* thuốc thụt hậu_môn *drug thường_xuyên ?
Ăn vào nôn ra hết kèm dấu_hiệu đầy bụng , ợ hơi , nguyên_nhân do đâu ?	Ăn vào nôn ra hết kèm dấu_hiệu disease* đầy bụng *disease , disease* ợ hơi *disease , nguyên_nhân do đâu ?
Phải làm_sao khi trẻ chậm phát_triển chiều cao ?	Phải làm_sao khi trẻ disease* chậm phát_triển chiều cao *disease ?
Sau khi đặt 2 viên âm_đạo Polidom bị ngứa sưng và nổi mụn đỏ là biểu_hiện bệnh gì ?	Sau khi đặt 2 viên âm_đạo Polidom bị disease* ngứa sưng *disease và disease* nổi mụn đỏ *disease là biểu_hiện bệnh gì ?
Vòng đầu trẻ 1 tuổi là 51cm liệu có đáng lo ?	disease* Vòng đầu trẻ 1 tuổi là 51cm *disease liệu có đáng lo ?
Thuốc điều_trị bệnh zona có ảnh_hưởng đến sữa mẹ không ?	Thuốc điều_trị disease* bệnh zona *disease có ảnh_hưởng đến sữa mẹ không ?
Chỉ_số chức_năng tuyến_giáp trong giới_hạn bình_thường có cần uống thuốc ?	Chỉ_số chức_năng tuyến_giáp trong giới_hạn bình_thường có cần uống thuốc ?
Đã điều_trị viêm tuyến nước_bọt nhưng không đỡ : Cần làm gì ?	Đã điều_trị disease* viêm tuyến nước_bọt *disease nhưng không đỡ : Cần làm gì ?
L-Cystein có uống lâu_dài được không ?	drug* L-Cystein *drug có uống lâu_dài được không ?
Trẻ có tiền_sử thoát_vị màng não xuất_hiện triệu_chứng đau nửa đầu là do đâu ?	Trẻ có tiền_sử disease* thoát_vị màng não *disease xuất_hiện triệu_chứng disease* đau nửa đầu *disease là do đâu ?
Đã tiêm vắc-xin 6 trong 1 của Bỉ có_thể tiêm vắc-xin 6 trong 1 của Pháp hay không ?	Đã procedure* tiêm vắc-xin 6 trong 1 *procedure của Bỉ có_thể procedure* tiêm vắc-xin 6 trong 1 *procedure của Pháp hay không ?
Chỉ_số cholesterol và triglycerid của người xơ_vữa động_mạch tăng giảm như_thế_nào ?	Chỉ_số cholesterol và triglycerid của người disease* xơ_vữa động_mạch *disease tăng giảm như_thế_nào ?
Thai_nhi 5 tháng chẩn_đoán bị hở hàm_ếch xử_trí thế_nào ?	Thai_nhi 5 tháng chẩn_đoán bị disease* hở hàm_ếch *disease xử_trí thế_nào ?
Uống thuốc quá liều có sao không ?	Uống thuốc quá liều có sao không ?
Nên làm gì khi có dấu_hiệu đột_quỵ ?	Nên làm gì khi có dấu_hiệu disease* đột_quỵ *disease ?
Vùng cổ sưng mềm , đau_nhức , khó thở có nguy_hiểm không ?	Vùng cổ sưng mềm , disease* đau_nhức *disease , disease* khó thở *disease có nguy_hiểm không ?
Uống thuốc tránh thai khẩn_cấp quá liều có ảnh_hưởng đến thai_nhi không ?	Uống drug* thuốc tránh thai *drug khẩn_cấp quá liều có ảnh_hưởng đến thai_nhi không ?
Thai lưu ở tuần 34 khi nào nên mang thai lại ?	disease* Thai lưu *disease ở tuần 34 khi nào nên procedure* mang thai *procedure lại ?
Bé 4 tuổi đi_ngoài khó_khăn , phân khuôn to , 2-3 ngày / lần có phải bị phình đại_tràng không ?	Bé 4 tuổi disease* đi_ngoài khó_khăn *disease , disease* phân khuôn to *disease , 2-3 ngày / lần có phải bị disease* phình đại_tràng *disease không ?
Đau quặn bụng kèm theo cơ_thể rã_rời là bệnh gì ?	disease* Đau quặn bụng *disease kèm theo disease* cơ_thể rã_rời *disease là bệnh gì ?
Bao quy đầu bị dài , xuất_hiện chấm nhỏ ở vành dương_vật có nên đi cắt không ?	disease* Bao quy đầu bị dài *disease , xuất_hiện disease* chấm nhỏ ở vành dương_vật *disease có nên đi cắt không ?
Cổ_họng có dịch_nhầy , cảm_giác bị vướng dấu_hiệu bệnh gì ?	disease* Cổ_họng có dịch_nhầy *disease , disease* cảm_giác bị vướng *disease dấu_hiệu bệnh gì ?
Nên cho bé ăn dặm thời_điểm nào trong ngày là tốt nhất ?	Nên cho bé ăn dặm thời_điểm nào trong ngày là tốt nhất ?
Tinh_hoàn bên to bên nhỏ liệu có đáng lo ?	disease* Tinh_hoàn bên to bên nhỏ *disease liệu có đáng lo ?
Nhận_biết trẻ bị tật bàn_chân bẹt	Nhận_biết trẻ bị disease* tật bàn_chân bẹt *disease
Dùng miếng dán cao bị sưng ngứa có phải là viêm da kích_ứng không ?	Dùng drug* miếng dán cao *drug bị disease* sưng ngứa *disease có phải là disease* viêm da kích_ứng *disease không ?
Sau sinh 3 tháng bị chảy_máu hậu_môn khi đi_ngoài có phải dấu_hiệu bệnh trĩ ?	Sau sinh 3 tháng bị disease* chảy_máu hậu_môn *disease khi đi_ngoài có phải dấu_hiệu disease* bệnh trĩ disease* *disease *disease ?
Chân bị sưng khi mang thai 3 tháng cuối có ảnh_hưởng gì không ?	disease* Chân bị sưng *disease khi disease* mang thai *disease 3 tháng cuối có ảnh_hưởng gì không ?
Tiêm nhắc lại vắc-xin MMR sau bao_lâu ?	procedure* Tiêm *procedure nhắc lại drug* vắc-xin MMR *drug sau bao_lâu ?
Sốt kèm đau họng là bị bệnh gì ?	disease* Sốt *disease kèm disease* đau họng *disease là bị bệnh gì ?
Bệnh‌ ‌nhân‌ ‌bị‌ ‌vôi‌ ‌hoá‌ ‌thành‌ ‌mạch‌ ‌máu‌ ‌nên‌ ‌ăn‌ ‌uống‌ ‌thế‌ ‌nào ?	disease* Bệnh‌ ‌nhân‌ ‌bị‌ ‌vôi‌ ‌hoá‌ ‌thành‌ ‌mạch‌ ‌máu‌ *disease ‌nên‌ ‌ăn‌ ‌uống‌ ‌thế‌ ‌nào ?
Mẹ bầu tuần 38 bị nhiễm_độc thai_nghén phải làm_sao ?	Mẹ bầu tuần 38 bị disease* nhiễm_độc *disease thai_nghén phải làm_sao ?
Trẻ sơ_sinh khó ngủ , ngủ ít là do đâu ?	Trẻ sơ_sinh disease* khó ngủ *disease , disease* ngủ ít *disease là do đâu ?
Hỏi_đáp : Mang thai 5 tháng bị đau ruột_thừa viêm cấp nếu mổ gây_mê có ảnh_hưởng gì không ?	Hỏi_đáp : disease* Mang thai *disease 5 tháng bị disease* đau ruột_thừa viêm cấp *disease nếu procedure* mổ gây_mê *procedure có ảnh_hưởng gì không ?
Bổ_sung vitamin E với thời_gian như_thế_nào là hợp_lý ?	Bổ_sung drug* vitamin E *drug với thời_gian như_thế_nào là hợp_lý ?
Bé bú sữa công_thức 800-900 ml liệu có cần bổ_sung thêm Vitamin_D không ?	Bé bú sữa công_thức 800-900 ml liệu có cần bổ_sung thêm drug* Vitamin_D *drug không ?
Đang mang bầu có nhổ răng được không ?	Đang disease* mang bầu *disease có procedure* nhổ răng *procedure được không ?
Đau_nhói vùng bên phải rốn dấu_hiệu bệnh gì ?	disease* Đau_nhói vùng bên phải rốn *disease dấu_hiệu bệnh gì ?
Bị herpes môi có_thể cho con bú không ?	Bị disease* herpes môi *disease có_thể cho con bú không ?
Hướng_dẫn đọc kết_quả xét_nghiệm mỡ máu	Hướng_dẫn đọc kết_quả procedure* xét_nghiệm mỡ máu *procedure
Khó di_chuyển , khó cầm nắm , không tập_trung có nguy_cơ mắc bệnh gì ?	disease* Khó di_chuyển *disease , disease* khó cầm nắm *disease , disease* không tập_trung *disease có nguy_cơ mắc bệnh gì ?
Sử_dụng thuốc kích trứng có ảnh_hưởng đến sức_khoẻ sinh_sản không ?	Sử_dụng drug* thuốc kích trứng *drug có ảnh_hưởng đến sức_khoẻ sinh_sản không ?
Phương_pháp nào được sử_dụng trong điều_trị trĩ nội độ 3	Phương_pháp nào được sử_dụng trong điều_trị disease* trĩ nội độ 3 *disease
Vitamin_C có tác_dụng gì ?	drug* Vitamin_C *drug có tác_dụng gì ?
Trẻ sơ_sinh hay nghiêng đầu về một bên cảnh_báo điều gì ?	Trẻ sơ_sinh disease* hay nghiêng đầu *disease về một bên cảnh_báo điều gì ?
Trước khi làm IVF nên uống thuốc gì để tăng tỷ_lệ thành_công ?	Trước khi procedure* làm IVF procedure* *procedure *procedure nên uống thuốc gì để tăng tỷ_lệ thành_công ?
Buồn_nôn , đau_đầu , đau hốc mắt có phải biểu_hiện u tuyến_yên ?	disease* Buồn_nôn *disease , disease* đau_đầu *disease , disease* đau hốc mắt *disease có phải biểu_hiện disease* u tuyến_yên *disease ?
Đau_đầu sau gáy , căng dây_chằng khi vận_động mạnh hoặc ngồi lâu là bị làm_sao ?	disease* Đau_đầu sau gáy *disease , disease* căng dây_chằng *disease khi vận_động mạnh hoặc ngồi lâu là bị làm_sao ?
Tê mỏi tay_chân , người bứt_rứt , mất_ngủ , đổ mồ_hôi nên bổ_sung vitamin gì ?	disease* Tê mỏi tay_chân *disease , disease* người bứt_rứt *disease , disease* mất_ngủ *disease , disease* đổ mồ_hôi *disease nên bổ_sung vitamin gì ?
Đau tức ngực , khó thở có phải bệnh_lý tim_mạch ?	disease* Đau tức ngực *disease , disease* khó thở *disease có phải disease* bệnh_lý tim_mạch *disease ?
Nhói ngực trái khi nuốt kèm ê buốt cánh_tay cùng bên là do đâu ?	disease* Nhói ngực trái *disease khi nuốt kèm disease* ê buốt cánh_tay *disease cùng bên là do đâu ?
Đau lưng , tiểu khó , nước_tiểu đục là biểu_hiện bệnh gì ?	disease* Đau lưng *disease , disease* tiểu khó *disease , disease* nước_tiểu đục *disease là biểu_hiện bệnh gì ?
Viêm phế_quản , khó thở khi ho điều_trị như_thế_nào ?	disease* Viêm phế_quản *disease , disease* khó thở khi ho *disease điều_trị như_thế_nào ?
26 tuổi huyết_áp 77/55 có sao không ?	26 tuổi huyết_áp 77/55 có sao không ?
Uống thuốc tránh thai hàng ngày bị quên vào hôm sau có tác_dụng không ?	Uống drug* thuốc tránh thai *drug hàng ngày bị quên vào hôm sau có tác_dụng không ?
Bé trớ nhiều kèm theo mũi khò_khè là bệnh gì ?	Bé disease* trớ nhiều *disease kèm theo disease* mũi khò_khè *disease là bệnh gì ?
Trẻ 9 tuổi mắc bệnh hen có nên dùng khí dung khi bé bị ho ?	Trẻ 9 tuổi mắc bệnh disease* hen *disease có nên dùng drug* khí dung *drug khi bé bị ho ?
Tinh_hoàn phải xệ hơn bên trái có phải sa tinh_hoàn ?	disease* Tinh_hoàn phải xệ hơn bên trái *disease có phải disease* sa tinh_hoàn *disease ?
Trẻ sơ_sinh có đờm ở cổ , khó thở có phải bị viêm phế_quản không ?	Trẻ sơ_sinh có disease* đờm ở cổ *disease , disease* khó thở *disease có phải bị disease* viêm phế_quản *disease không ?
Nguyên_nhân đau mắt kèm chảy_máu ở trẻ sau sinh là gì ?	Nguyên_nhân disease* đau mắt *disease kèm disease* chảy_máu *disease ở trẻ sau sinh là gì ?
Thai_nhi mắc bệnh tim do lây virus viêm gan B từ mẹ ?	Thai_nhi mắc disease* bệnh tim *disease do lây virus viêm gan B từ mẹ ?
Tái_phát tắc tuyến lệ sau phẫu_thuật thì nên làm gì ?	Tái_phát tắc tuyến lệ sau procedure* phẫu_thuật *procedure thì nên làm gì ?
Làm_sao để khắc_phục chứng ảo_giác , hay quên ?	Làm_sao để khắc_phục chứng disease* ảo_giác *disease , hay quên ?
Dấu_hiệu chóng_mặt khó thở kèm tức ngực buồn_nôn cảnh_báo bệnh gì ?	Dấu_hiệu disease* chóng_mặt *disease disease* khó thở *disease kèm disease* tức ngực *disease disease* buồn_nôn *disease cảnh_báo bệnh gì ?
U bàng_quang giai_đoạn sớm có_thể điều_trị khỏi được không ?	disease* U bàng_quang *disease giai_đoạn sớm có_thể điều_trị khỏi được không ?
Khó thở , chân_tay run dấu_hiệu bệnh gì ?	disease* Khó thở *disease , disease* chân_tay run *disease dấu_hiệu bệnh gì ?
Trẻ không phân_biệt được màu_sắc và ghi_nhớ khi học nên làm gì ?	Trẻ disease* không phân_biệt được màu_sắc *disease và ghi_nhớ khi học nên làm gì ?
Trẻ bị lỵ trực_trùng nhiễm nấm candida âm_đạo nên làm gì ?	Trẻ bị disease* lỵ trực_trùng *disease nhiễm nấm candida âm_đạo nên làm gì ?
Vô_tình nuốt phải dị_vật có ảnh_hưởng tới hô_hấp không ?	Vô_tình nuốt phải dị_vật có ảnh_hưởng tới hô_hấp không ?
Đau bụng do viêm tuỵ mạn điều_trị thế_nào ?	disease* Đau bụng *disease do disease* viêm tuỵ mạn *disease điều_trị thế_nào ?
Nguy_cơ khi sử_dụng quá liều thuốc nhuận_tràng	Nguy_cơ khi sử_dụng quá liều drug* thuốc nhuận_tràng *drug
Đau vùng đĩa_đệm - thắt_lưng khi vận_động sai tư_thế phải làm_sao ?	disease* Đau vùng đĩa_đệm - thắt_lưng *disease khi vận_động sai tư_thế phải làm_sao ?
Phải làm xét_nghiệm gì để xác_định nhóm máu ?	Phải làm procedure* xét_nghiệm *procedure gì để xác_định nhóm máu ?
Chế_độ dinh_dưỡng sau điều_trị viêm tuỵ cấp	Chế_độ dinh_dưỡng sau điều_trị disease* viêm tuỵ cấp *disease
